"index 	 lat 	 long 	 speed 	 date 	 time 	 air_val 	 dust 	 gsr"
"780	51.522005	-0.127897	1.90	10524	10343700	17	0.62	202"
"781	51.522015	-0.127918	1.93	10524	10343800	18	0.62	203"
"782	51.522028	-0.127940	1.89	10524	10343900	18	0.62	204"
"783	51.522033	-0.127970	1.63	10524	10344000	18	0.62	206"
"784	51.522048	-0.127980	2.26	10524	10344100	18	0.62	207"
"785	51.522047	-0.127990	0.00	10524	10344200	18	0.62	208"
"786	51.522053	-0.128025	1.88	10524	10344400	17	0.62	205"
"787	51.522055	-0.128043	1.88	10524	10344500	17	0.62	202"
"788	51.522057	-0.128055	1.88	10524	10344600	17	0.62	202"
"789	51.522060	-0.128068	2.73	10524	10344700	17	0.62	202"
"790	51.522050	-0.128088	2.52	10524	10344800	17	0.62	201"
"791	51.522053	-0.128113	2.31	10524	10344900	17	0.62	201"
"792	51.522048	-0.128142	2.87	10524	10345000	17	0.62	202"
"793	51.522043	-0.128170	2.84	10524	10345100	17	0.62	202"
"794	51.522040	-0.128192	3.04	10524	10345200	17	0.62	201"
"795	51.522033	-0.128215	3.00	10524	10345300	17	0.62	199"
"796	51.522023	-0.128237	2.96	10524	10345400	17	0.62	199"
"797	51.522003	-0.128280	2.67	10524	10345600	17	0.62	197"
"798	51.522003	-0.128298	2.67	10524	10345700	18	0.62	194"
"799	51.522002	-0.128308	2.16	10524	10345800	18	0.62	194"
"800	51.522005	-0.128332	2.16	10524	10345900	18	0.62	196"
"801	51.522013	-0.128352	2.24	10524	10350000	18	0.62	198"
"802	51.522030	-0.128372	2.29	10524	10350100	18	0.62	199"
"803	51.522043	-0.128388	2.51	10524	10350200	18	0.62	201"
"804	51.522058	-0.128412	2.42	10524	10350300	18	0.62	201"
"805	51.522077	-0.128442	2.37	10524	10350400	18	0.62	201"
"806	51.522088	-0.128455	2.37	10524	10350500	18	0.62	201"
"807	51.522103	-0.128462	1.85	10524	10350600	18	0.62	201"
"808	51.522117	-0.128478	1.78	10524	10350700	17	0.62	200"
"809	51.522130	-0.128513	1.84	10524	10350900	18	0.62	200"
"810	51.522133	-0.128527	2.22	10524	10351000	18	0.62	200"
"811	51.522130	-0.128528	2.17	10524	10351100	18	0.62	201"
"812	51.522117	-0.128515	1.39	10524	10351200	17	0.62	201"
"813	51.522117	-0.128520	0.98	10524	10351300	17	0.62	201"
"814	51.522118	-0.128530	0.97	10524	10351400	17	0.62	197"
"815	51.522117	-0.128538	1.28	10524	10351500	17	0.62	195"
"816	51.522113	-0.128548	0.00	10524	10351600	17	0.62	197"
"817	51.522108	-0.128553	0.00	10524	10351700	17	0.62	197"
"818	51.522105	-0.128558	1.15	10524	10351800	17	0.62	195"
"819	51.522103	-0.128562	1.16	10524	10351900	17	0.62	194"
"820	51.522100	-0.128562	1.16	10524	10352100	17	0.62	195"
"821	51.522100	-0.128568	1.16	10524	10352200	17	0.62	195"
"822	51.522102	-0.128577	1.16	10524	10352300	17	0.62	189"
"823	51.522107	-0.128587	1.16	10524	10352400	17	0.62	184"
"824	51.522117	-0.128600	1.33	10524	10352500	17	0.62	192"
"825	51.522122	-0.128597	1.66	10524	10352600	18	0.62	532"
"826	51.522127	-0.128600	1.38	10524	10352700	36	0.62	564"
"827	51.522140	-0.128603	1.57	10524	10352800	39	0.62	703"
"828	51.522147	-0.128610	2.21	10524	10352900	49	0.62	705"
"829	51.522160	-0.128610	2.17	10524	10353000	49	0.62	704"
"830	51.522172	-0.128620	1.67	10524	10353100	50	0.62	668"
"831	51.522177	-0.128620	1.67	10524	10353300	45	0.62	681"
"832	51.522173	-0.128608	1.67	10524	10353400	41	0.62	704"
"833	51.522150	-0.128622	1.67	10524	10353500	49	0.62	503"
"834	51.522147	-0.128645	1.12	10524	10353600	33	0.62	489"
"835	51.522142	-0.128637	2.38	10524	10353700	34	0.62	531"
"836	51.522137	-0.128640	2.31	10524	10353800	37	0.62	695"
"837	51.522137	-0.128657	1.50	10524	10353900	49	0.62	704"
"838	51.522137	-0.128657	1.46	10524	10354000	49	0.62	466"
"839	51.522130	-0.128653	1.15	10524	10354100	32	0.62	637"
"840	51.522118	-0.128648	0.00	10524	10354200	43	0.62	499"
"841	51.522107	-0.128632	0.00	10524	10354300	32	0.62	516"
"842	51.522107	-0.128632	0.00	10524	10354500	33	0.62	487"
"843	51.522107	-0.128632	0.00	10524	10354600	32	0.62	469"
"844	51.522072	-0.128613	0.00	10524	10354700	31	0.62	463"
"845	51.522067	-0.128623	0.00	10524	10354800	31	0.62	474"
"846	51.522068	-0.128628	1.83	10524	10354900	31	0.62	450"
"847	51.522067	-0.128632	1.31	10524	10355000	29	0.62	442"
"848	51.522055	-0.128633	0.00	10524	10355100	30	0.62	441"
"849	51.522048	-0.128643	0.00	10524	10355200	29	0.62	442"
"850	51.522048	-0.128643	0.00	10524	10355300	29	0.62	444"
"851	51.522048	-0.128643	0.00	10524	10355400	30	0.62	447"
"852	51.522048	-0.128643	0.00	10524	10355500	29	0.62	441"
"853	51.522048	-0.128643	0.00	10524	10355700	29	0.62	438"
"854	51.522048	-0.128643	0.00	10524	10355800	29	0.62	492"
"855	51.522048	-0.128643	0.00	10524	10355900	34	0.62	487"
"856	51.521998	-0.128645	0.00	10524	10360000	31	0.62	474"
"857	51.521998	-0.128675	0.00	10524	10360100	31	0.62	465"
"858	51.522000	-0.128692	2.19	10524	10360200	31	0.62	470"
"859	51.522003	-0.128707	2.16	10524	10360300	31	0.62	467"
"860	51.522008	-0.128723	2.13	10524	10360400	31	0.62	467"
"861	51.522007	-0.128740	1.80	10524	10360500	31	0.62	466"
"862	51.521997	-0.128762	1.44	10524	10360600	31	0.62	457"
"863	51.521987	-0.128783	1.98	10524	10360700	30	0.62	468"
"864	51.521965	-0.128818	2.96	10524	10360900	31	0.62	484"
"865	51.521952	-0.128833	2.96	10524	10361000	32	0.62	475"
"866	51.521940	-0.128858	2.96	10524	10361100	32	0.62	478"
"867	51.521930	-0.128878	2.77	10524	10361200	32	0.62	482"
"868	51.521923	-0.128907	2.77	10524	10361300	32	0.62	477"
"869	51.521927	-0.128927	3.36	10524	10361400	31	0.62	474"
"870	51.521935	-0.128955	2.93	10524	10361500	32	0.62	448"
"871	51.521938	-0.128965	2.87	10524	10361600	29	0.62	459"
"872	51.521922	-0.128973	2.61	10524	10361700	30	0.62	474"
"873	51.521923	-0.128973	2.00	10524	10361800	31	0.62	483"
"874	51.521928	-0.128983	1.62	10524	10361900	31	0.62	484"
"875	51.521937	-0.129003	2.95	10524	10362000	32	0.62	469"
"876	51.521930	-0.129007	2.38	10524	10362200	31	0.62	496"
"877	51.521937	-0.129003	2.38	10524	10362300	33	0.62	479"
"878	51.521933	-0.129015	2.38	10524	10362400	31	0.62	485"
"879	51.521932	-0.129023	2.38	10524	10362500	32	0.62	496"
"880	51.521937	-0.129038	1.50	10524	10362600	33	0.62	498"
"881	51.521933	-0.129043	1.71	10524	10362700	33	0.62	497"
"882	51.521948	-0.129052	1.24	10524	10362800	33	0.62	505"
"883	51.521955	-0.129058	1.21	10524	10362900	33	0.62	512"
"884	51.521962	-0.129078	1.43	10524	10363000	34	0.62	513"
"885	51.521963	-0.129095	2.37	10524	10363100	33	0.62	519"
"886	51.521967	-0.129108	1.92	10524	10363200	34	0.62	518"
"887	51.521963	-0.129138	1.90	10524	10363400	34	0.62	517"
"888	51.521958	-0.129155	1.90	10524	10363500	34	0.62	515"
"889	51.521935	-0.129175	1.70	10524	10363600	34	0.62	509"
"890	51.521900	-0.129200	1.70	10524	10363700	34	0.62	508"
"891	51.521858	-0.129227	1.94	10524	10363800	34	0.62	486"
"892	51.521838	-0.129238	2.62	10524	10363900	31	0.62	460"
"893	51.521818	-0.129252	3.10	10524	10364000	30	0.62	460"
"894	51.521805	-0.129268	3.16	10524	10364100	30	0.62	506"
"895	51.521795	-0.129287	2.89	10524	10364200	33	0.62	500"
"896	51.521782	-0.129310	3.14	10524	10364300	33	0.62	489"
"897	51.521768	-0.129332	3.89	10524	10364400	32	0.62	480"
"898	51.521750	-0.129373	3.89	10524	10364600	31	0.62	460"
"899	51.521745	-0.129395	4.19	10524	10364700	30	0.62	460"
"900	51.521742	-0.129412	4.19	10524	10364800	30	0.62	512"
"901	51.521735	-0.129422	4.19	10524	10364900	33	0.62	488"
"902	51.521730	-0.129433	2.61	10524	10365000	31	0.62	470"
"903	51.521720	-0.129453	2.60	10524	10365100	31	0.62	445"
"904	51.521713	-0.129475	3.18	10524	10365200	29	0.62	451"
"905	51.521705	-0.129487	2.81	10524	10365300	29	0.62	457"
"906	51.521692	-0.129498	2.19	10524	10365400	30	0.62	460"
"907	51.521680	-0.129508	2.59	10524	10365500	30	0.62	463"
"908	51.521673	-0.129522	2.70	10524	10365600	30	0.62	463"
"909	51.521655	-0.129552	2.80	10524	10365800	30	0.62	461"
"910	51.521643	-0.129563	2.80	10524	10365900	30	0.62	465"
"911	51.521635	-0.129568	2.80	10524	10370000	30	0.62	467"
"912	51.521627	-0.129582	2.80	10524	10370100	30	0.62	467"
"913	51.521612	-0.129605	3.21	10524	10370200	30	0.62	453"
"914	51.521598	-0.129623	3.49	10524	10370300	29	0.62	457"
"915	51.521597	-0.129640	3.42	10524	10370400	29	0.62	458"
"916	51.521592	-0.129658	2.93	10524	10370500	30	0.62	457"
"917	51.521587	-0.129675	2.98	10524	10370600	30	0.62	452"
"918	51.521585	-0.129692	2.90	10524	10370700	29	0.62	453"
"919	51.521573	-0.129708	2.17	10524	10370800	29	0.62	452"
"920	51.521552	-0.129752	2.26	10524	10371000	29	0.62	463"
"921	51.521543	-0.129765	2.26	10524	10371100	30	0.62	467"
"922	51.521542	-0.129777	2.06	10524	10371200	31	0.62	455"
"923	51.521537	-0.129793	2.06	10524	10371300	29	0.62	444"
"924	51.521528	-0.129812	2.06	10524	10371400	29	0.62	429"
"925	51.521528	-0.129823	1.75	10524	10371500	27	0.62	415"
"926	51.521528	-0.129837	1.53	10524	10371600	27	0.62	424"
"927	51.521540	-0.129843	1.61	10524	10371700	27	0.62	420"
"928	51.521555	-0.129843	2.12	10524	10371800	27	0.62	437"
"929	51.521555	-0.129853	2.20	10524	10371900	28	0.62	426"
"930	51.521552	-0.129857	2.13	10524	10372000	28	0.62	440"
"931	51.521532	-0.129883	1.24	10524	10372100	29	0.62	445"
"932	51.521515	-0.129933	1.24	10524	10372300	29	0.62	424"
"933	51.521478	-0.129955	1.24	10524	10372400	27	0.62	419"
"934	51.521477	-0.129973	1.24	10524	10372500	27	0.62	425"
"935	51.521470	-0.129973	1.59	10524	10372600	28	0.62	423"
"936	51.521460	-0.129992	1.59	10524	10372700	27	0.62	411"
"937	51.521457	-0.129998	1.59	10524	10372800	27	0.62	413"
"938	51.521457	-0.129998	1.59	10524	10372900	27	0.62	417"
"939	51.521457	-0.129998	0.00	10524	10373000	27	0.62	423"
"940	51.521453	-0.130023	0.00	10524	10373100	27	0.62	427"
"941	51.521447	-0.130022	1.51	10524	10373200	28	0.62	430"
"942	51.521445	-0.130022	0.00	10524	10373300	28	0.62	431"
"943	51.521443	-0.130020	0.00	10524	10373400	28	0.62	433"
"944	51.521443	-0.130020	0.00	10524	10373500	28	0.62	433"
"945	51.521443	-0.130020	0.00	10524	10373600	28	0.62	439"
"946	51.521443	-0.130020	0.00	10524	10373800	29	0.62	448"
"947	51.521412	-0.130008	0.00	10524	10373900	29	0.62	427"
"948	51.521407	-0.130003	0.00	10524	10374000	27	0.62	421"
"949	51.521400	-0.129998	0.00	10524	10374100	27	0.62	424"
"950	51.521398	-0.129997	1.74	10524	10374200	27	0.62	439"
"951	51.521398	-0.130002	1.50	10524	10374300	29	0.62	439"
"952	51.521398	-0.129992	1.17	10524	10374400	29	0.62	436"
"953	51.521402	-0.129993	0.93	10524	10374500	28	0.62	441"
"954	51.521407	-0.130007	0.00	10524	10374600	29	0.62	432"
"955	51.521408	-0.130010	0.00	10524	10374700	28	0.62	429"
"956	51.521415	-0.130023	1.97	10524	10374800	28	0.62	433"
"957	51.521430	-0.130052	1.97	10524	10375000	28	0.62	437"
"958	51.521442	-0.130067	2.47	10524	10375100	29	0.62	438"
"959	51.521452	-0.130082	2.47	10524	10375200	28	0.62	435"
"960	51.521458	-0.130098	2.47	10524	10375300	28	0.62	429"
"961	51.521462	-0.130108	2.66	10524	10375400	28	0.62	434"
"962	51.521467	-0.130127	2.32	10524	10375500	28	0.62	439"
"963	51.521472	-0.130133	2.27	10524	10375600	29	0.62	441"
"964	51.521477	-0.130127	2.27	10524	10375700	29	0.62	431"
"965	51.521487	-0.130118	1.89	10524	10375800	28	0.62	417"
"966	51.521495	-0.130120	1.94	10524	10375900	27	0.62	413"
"967	51.521505	-0.130133	2.32	10524	10380000	27	0.62	418"
"968	51.521518	-0.130140	2.32	10524	10380200	27	0.62	411"
"969	51.521530	-0.130143	2.32	10524	10380300	27	0.62	418"
"970	51.521538	-0.130148	3.48	10524	10380400	27	0.62	425"
"971	51.521545	-0.130152	3.48	10524	10380500	27	0.62	428"
"972	51.521550	-0.130162	2.77	10524	10380600	28	0.62	424"
"973	51.521558	-0.130172	2.29	10524	10380700	27	0.62	419"
"974	51.521568	-0.130175	1.88	10524	10380800	27	0.62	419"
"975	51.521587	-0.130177	1.94	10524	10380900	27	0.62	422"
"976	51.521600	-0.130178	3.02	10524	10381000	27	0.62	423"
"977	51.521612	-0.130178	3.49	10524	10381100	27	0.62	425"
"978	51.521618	-0.130183	2.77	10524	10381200	27	0.62	424"
"979	51.521633	-0.130188	2.77	10524	10381400	27	0.62	425"
"980	51.521638	-0.130190	2.77	10524	10381500	28	0.62	420"
"981	51.521642	-0.130192	2.77	10524	10381600	27	0.62	422"
"982	51.521640	-0.130200	2.77	10524	10381700	27	0.62	420"
"983	51.521643	-0.130212	1.43	10524	10381800	27	0.62	424"
"984	51.521660	-0.130222	2.16	10524	10381900	27	0.62	428"
"985	51.521688	-0.130235	2.36	10524	10382000	28	0.62	430"
"986	51.521698	-0.130245	2.60	10524	10382100	28	0.62	435"
"987	51.521720	-0.130252	1.76	10524	10382200	29	0.62	425"
"988	51.521730	-0.130265	2.27	10524	10382300	27	0.62	407"
"989	51.521748	-0.130293	4.32	10524	10382400	26	0.62	414"
"990	51.521787	-0.130315	4.25	10524	10382600	27	0.62	419"
"991	51.521798	-0.130328	3.42	10524	10382700	27	0.62	424"
"992	51.521808	-0.130345	3.23	10524	10382800	27	0.62	429"
"993	51.521820	-0.130365	3.23	10524	10382900	28	0.62	432"
"994	51.521827	-0.130378	3.74	10524	10383000	28	0.62	434"
"995	51.521832	-0.130385	3.34	10524	10383100	28	0.62	436"
"996	51.521838	-0.130393	2.52	10524	10383200	28	0.62	435"
"997	51.521845	-0.130398	2.44	10524	10383300	29	0.62	431"
"998	51.521838	-0.130417	2.19	10524	10383400	28	0.62	406"
"999	51.521842	-0.130438	1.61	10524	10383500	26	0.62	403"
"1000	51.521842	-0.130438	2.49	10524	10383500	26	0.62	393"
"1001	51.521857	-0.130460	2.49	10524	10383600	25	0.62	393"
"1002	51.521857	-0.130460	3.21	10524	10383600	25	0.62	374"
"1003	51.521865	-0.130483	3.21	10524	10383700	25	0.62	342"
"1004	51.521872	-0.130503	2.77	10524	10383800	23	0.73	334"
"1005	51.521882	-0.130523	2.35	10524	10383900	22	0.73	335"
"1006	51.521895	-0.130542	2.35	10524	10384100	23	0.73	347"
"1007	51.521895	-0.130542	1.09	10524	10384100	25	0.73	368"
"1008	51.521895	-0.130548	1.09	10524	10384200	25	0.73	375"
"1009	51.521898	-0.130550	1.09	10524	10384300	33	0.73	409"
"1010	51.521900	-0.130552	0.00	10524	10384400	27	0.73	327"
"1011	51.521902	-0.130552	0.00	10524	10384500	22	0.73	321"
"1012	51.521903	-0.130553	1.04	10524	10384600	21	0.73	325"
"1013	51.521907	-0.130565	1.04	10524	10384700	22	0.73	329"
"1014	51.521907	-0.130582	0.00	10524	10384800	22	0.73	330"
"1015	51.521902	-0.130600	0.00	10524	10384900	22	0.73	329"
"1016	51.521902	-0.130600	0.00	10524	10385000	22	0.73	322"
"1017	51.521902	-0.130600	0.00	10524	10385100	22	0.73	325"
"1018	51.521902	-0.130600	0.00	10524	10385200	22	0.73	330"
"1019	51.521902	-0.130600	0.00	10524	10385300	22	0.73	336"
"1020	51.521902	-0.130600	0.00	10524	10385400	23	0.73	330"
"1021	51.521902	-0.130600	0.00	10524	10385600	22	0.73	335"
"1022	51.521863	-0.130695	0.00	10524	10385700	23	0.73	338"
"1023	51.521868	-0.130703	0.00	10524	10385800	23	0.73	331"
"1024	51.521872	-0.130713	0.00	10524	10385900	22	0.73	328"
"1025	51.521882	-0.130728	2.03	10524	10390000	22	0.73	332"
"1026	51.521888	-0.130737	2.76	10524	10390100	22	0.73	336"
"1027	51.521897	-0.130752	2.57	10524	10390200	23	0.73	339"
"1028	51.521903	-0.130762	2.92	10524	10390300	23	0.73	341"
"1029	51.521907	-0.130770	2.60	10524	10390400	23	0.73	343"
"1030	51.521908	-0.130790	1.98	10524	10390500	22	0.73	346"
"1031	51.521918	-0.130808	2.65	10524	10390600	23	0.73	347"
"1032	51.521933	-0.130820	2.31	10524	10390800	23	0.73	349"
"1033	51.521933	-0.130827	2.31	10524	10390900	23	0.63	351"
"1034	51.521943	-0.130842	1.50	10524	10391000	23	0.63	352"
"1035	51.521963	-0.130847	2.28	10524	10391100	23	0.63	342"
"1036	51.521973	-0.130850	3.18	10524	10391200	23	0.63	338"
"1037	51.521990	-0.130850	2.85	10524	10391300	22	0.63	339"
"1038	51.522003	-0.130857	3.19	10524	10391400	23	0.63	348"
"1039	51.522018	-0.130853	3.20	10524	10391500	23	0.63	355"
"1040	51.522030	-0.130847	3.27	10524	10391600	23	0.63	359"
"1041	51.522040	-0.130845	3.28	10524	10391700	23	0.63	345"
"1042	51.522040	-0.130845	1.78	10524	10391800	23	0.63	349"
"1043	51.522038	-0.130848	1.60	10524	10392000	23	0.63	356"
"1044	51.522043	-0.130857	1.85	10524	10392100	23	0.63	361"
"1045	51.522048	-0.130863	2.27	10524	10392200	23	0.63	362"
"1046	51.522053	-0.130878	2.27	10524	10392300	23	0.63	365"
"1047	51.522062	-0.130895	2.20	10524	10392400	24	0.63	367"
"1048	51.522070	-0.130910	2.39	10524	10392500	24	0.63	370"
"1049	51.522077	-0.130925	2.46	10524	10392600	24	0.63	371"
"1050	51.522082	-0.130937	2.51	10524	10392700	24	0.63	363"
"1051	51.522093	-0.130943	1.99	10524	10392800	23	0.63	360"
"1052	51.522107	-0.130950	2.20	10524	10392900	23	0.63	365"
"1053	51.522122	-0.130957	2.81	10524	10393000	24	0.63	373"
"1054	51.522148	-0.130967	3.10	10524	10393200	24	0.63	355"
"1055	51.522162	-0.130968	3.05	10524	10393300	23	0.63	342"
"1056	51.522165	-0.130975	2.98	10524	10393400	23	0.63	345"
"1057	51.522170	-0.130983	2.98	10524	10393500	23	0.63	353"
"1058	51.522178	-0.130992	2.22	10524	10393600	23	0.63	363"
"1059	51.522185	-0.131000	2.44	10524	10393700	24	0.63	370"
"1060	51.522190	-0.131008	2.69	10524	10393800	24	0.63	384"
"1061	51.522202	-0.131020	2.67	10524	10393900	25	0.62	384"
"1062	51.522207	-0.131033	3.13	10524	10394000	25	0.62	376"
"1063	51.522218	-0.131043	3.08	10524	10394100	24	0.62	356"
"1064	51.522220	-0.131057	2.87	10524	10394200	23	0.62	368"
"1065	51.522230	-0.131083	1.47	10524	10394400	24	0.62	376"
"1066	51.522240	-0.131103	1.51	10524	10394500	25	0.62	384"
"1067	51.522248	-0.131105	2.14	10524	10394600	24	0.62	368"
"1068	51.522255	-0.131108	1.74	10524	10394700	24	0.62	367"
"1069	51.522277	-0.131102	1.74	10524	10394800	24	0.62	362"
"1070	51.522285	-0.131112	2.22	10524	10394900	23	0.62	383"
"1071	51.522303	-0.131120	1.77	10524	10395000	25	0.62	368"
"1072	51.522320	-0.131127	2.39	10524	10395100	24	0.62	368"
"1073	51.522328	-0.131137	2.77	10524	10395200	24	0.62	379"
"1074	51.522333	-0.131155	2.78	10524	10395300	24	0.62	377"
"1075	51.522343	-0.131172	3.10	10524	10395400	24	0.62	333"
"1076	51.522355	-0.131188	3.39	10524	10395500	22	0.62	344"
"1077	51.522373	-0.131218	3.44	10524	10395700	23	0.62	350"
"1078	51.522390	-0.131230	3.41	10524	10395800	23	0.62	354"
"1079	51.522390	-0.131240	2.53	10524	10395900	23	0.62	353"
"1080	51.522397	-0.131247	2.53	10524	10400000	23	0.62	345"
"1081	51.522403	-0.131255	1.80	10524	10400100	23	0.62	345"
"1082	51.522413	-0.131260	1.80	10524	10400200	23	0.62	346"
"1083	51.522428	-0.131265	1.88	10524	10400300	23	0.62	339"
"1084	51.522427	-0.131297	2.21	10524	10400400	22	0.62	338"
"1085	51.522430	-0.131320	2.17	10524	10400500	22	0.62	342"
"1086	51.522427	-0.131337	2.09	10524	10400600	23	0.62	343"
"1087	51.522408	-0.131333	0.00	10524	10400700	23	0.62	343"
"1088	51.522420	-0.131360	0.00	10524	10400900	23	0.62	341"
"1089	51.522420	-0.131360	0.00	10524	10401000	23	0.62	340"
"1090	51.522473	-0.131358	0.00	10524	10401100	23	0.62	341"
"1091	51.522477	-0.131363	0.00	10524	10401200	23	0.62	347"
"1092	51.522492	-0.131360	0.00	10524	10401300	23	0.62	377"
"1093	51.522510	-0.131357	0.00	10524	10401400	25	0.62	381"
"1094	51.522510	-0.131357	0.00	10524	10401500	25	0.62	382"
"1095	51.522510	-0.131357	0.00	10524	10401600	25	0.62	386"
"1096	51.522518	-0.131373	0.00	10524	10401700	25	0.62	390"
"1097	51.522523	-0.131380	0.98	10524	10401800	25	0.62	389"
"1098	51.522527	-0.131387	1.30	10524	10401900	25	0.62	384"
"1099	51.522537	-0.131395	1.30	10524	10402100	24	0.62	357"
"1100	51.522543	-0.131395	1.58	10524	10402200	23	0.62	355"
"1101	51.522555	-0.131395	1.88	10524	10402300	23	0.62	361"
"1102	51.522555	-0.131392	2.55	10524	10402400	23	0.62	376"
"1103	51.522565	-0.131392	2.27	10524	10402500	25	0.62	381"
"1104	51.522558	-0.131397	2.31	10524	10402600	25	0.62	373"
"1105	51.522557	-0.131382	1.67	10524	10402700	24	0.62	386"
"1106	51.522565	-0.131375	1.33	10524	10402800	25	0.62	393"
"1107	51.522643	-0.131290	1.40	10524	10402900	25	0.62	396"
"1108	51.522653	-0.131288	3.68	10524	10403000	25	0.62	393"
"1109	51.522658	-0.131297	3.75	10524	10403100	25	0.62	361"
"1110	51.522663	-0.131300	3.14	10524	10403200	23	0.62	358"
"1111	51.522680	-0.131320	3.14	10524	10403400	23	0.62	367"
"1112	51.522687	-0.131340	3.14	10524	10403500	21	0.62	369"
"1113	51.522695	-0.131352	3.14	10524	10403600	24	0.62	362"
"1114	51.522700	-0.131365	2.17	10524	10403700	23	0.62	366"
"1115	51.522738	-0.131318	2.09	10524	10403800	24	0.62	372"
"1116	51.522775	-0.131270	2.67	10524	10403900	24	0.62	368"
"1117	51.522795	-0.131243	3.06	10524	10404000	24	0.62	367"
"1118	51.522815	-0.131223	3.04	10524	10404100	24	0.62	377"
"1119	51.522832	-0.131208	3.25	10524	10404200	25	0.62	371"
"1120	51.522840	-0.131213	3.43	10524	10404300	24	0.62	361"
"1121	51.522847	-0.131202	2.96	10524	10404400	23	0.62	374"
"1122	51.522860	-0.131247	2.91	10524	10404600	24	0.62	373"
"1123	51.522853	-0.131265	1.92	10524	10404700	24	0.62	358"
"1124	51.522863	-0.131277	1.92	10524	10404800	23	0.62	371"
"1125	51.522868	-0.131293	3.06	10524	10404900	24	0.62	350"
"1126	51.522868	-0.131307	2.74	10524	10405000	23	0.62	357"
"1127	51.522867	-0.131332	1.63	10524	10405100	23	0.62	376"
"1128	51.522873	-0.131342	2.13	10524	10405200	25	0.62	380"
"1129	51.522873	-0.131353	1.90	10524	10405300	25	0.62	383"
"1130	51.522882	-0.131368	1.82	10524	10405400	25	0.62	355"
"1131	51.522883	-0.131373	1.06	10524	10405500	23	0.62	358"
"1132	51.522885	-0.131377	0.99	10524	10405600	23	0.62	354"
"1133	51.522895	-0.131368	1.83	10524	10405800	23	0.62	363"
"1134	51.522902	-0.131360	2.32	10524	10405900	23	0.62	369"
"1135	51.522907	-0.131350	2.32	10524	10410000	24	0.62	380"
"1136	51.522912	-0.131337	2.27	10524	10410100	25	0.62	387"
"1137	51.522918	-0.131328	2.22	10524	10410200	25	0.62	388"
"1138	51.522928	-0.131318	2.29	10524	10410300	24	0.62	379"
"1139	51.522937	-0.131307	2.49	10524	10410400	25	0.62	384"
"1140	51.522945	-0.131290	2.05	10524	10410500	24	0.62	386"
"1141	51.522955	-0.131275	2.90	10524	10410600	25	0.62	390"
"1142	51.522963	-0.131257	2.85	10524	10410700	25	0.62	392"
"1143	51.522968	-0.131238	2.59	10524	10410800	25	0.62	356"
"1144	51.522978	-0.131218	2.75	10524	10410900	23	0.62	352"
"1145	51.522997	-0.131192	2.23	10524	10411100	23	0.62	354"
"1146	51.523005	-0.131175	2.31	10524	10411200	23	0.62	347"
"1147	51.523015	-0.131168	2.31	10524	10411300	23	0.62	358"
"1148	51.523023	-0.131153	2.31	10524	10411400	23	0.62	359"
"1149	51.523027	-0.131133	2.45	10524	10411500	23	0.62	361"
"1150	51.523033	-0.131113	2.91	10524	10411600	23	0.62	361"
"1151	51.523037	-0.131090	2.91	10524	10411700	23	0.62	359"
"1152	51.523042	-0.131070	3.31	10524	10411800	23	0.62	352"
"1153	51.523053	-0.131063	2.36	10524	10411900	23	0.62	352"
"1154	51.523058	-0.131052	2.07	10524	10412000	23	0.62	338"
"1155	51.523065	-0.131040	2.57	10524	10412100	22	0.62	338"
"1156	51.523080	-0.131025	2.57	10524	10412300	22	0.62	339"
"1157	51.523087	-0.131017	2.57	10524	10412400	22	0.62	338"
"1158	51.523097	-0.131002	2.57	10524	10412500	22	0.62	352"
"1159	51.523105	-0.130990	2.57	10524	10412600	23	0.62	352"
"1160	51.523117	-0.130977	2.43	10524	10412700	23	0.62	350"
"1161	51.523127	-0.130962	2.43	10524	10412800	23	0.62	352"
"1162	51.523137	-0.130950	2.35	10524	10412900	23	0.62	343"
"1163	51.523138	-0.130945	2.37	10524	10413000	23	0.62	330"
"1164	51.523143	-0.130942	1.55	10524	10413100	22	0.62	334"
"1165	51.523153	-0.130940	1.51	10524	10413200	22	0.62	333"
"1166	51.523155	-0.130940	0.98	10524	10413300	22	0.62	332"
"1167	51.523177	-0.130938	0.98	10524	10413500	22	0.62	335"
"1168	51.523192	-0.130942	1.80	10524	10413600	22	0.62	337"
"1169	51.523205	-0.130948	2.38	10524	10413700	22	0.62	339"
"1170	51.523217	-0.130948	2.42	10524	10413800	23	0.62	338"
"1171	51.523215	-0.130957	2.41	10524	10413900	22	0.62	337"
"1172	51.523210	-0.130937	2.04	10524	10414000	22	0.62	334"
"1173	51.523217	-0.130933	0.00	10524	10414100	22	0.62	332"
"1174	51.523228	-0.130927	0.00	10524	10414200	22	0.62	344"
"1175	51.523237	-0.130922	0.00	10524	10414300	23	0.62	341"
"1176	51.523245	-0.130915	1.35	10524	10414400	23	0.62	321"
"1177	51.523257	-0.130918	1.43	10524	10414500	21	0.62	316"
"1178	51.523275	-0.130920	1.92	10524	10414700	21	0.62	323"
"1179	51.523283	-0.130930	1.92	10524	10414800	21	0.62	323"
"1180	51.523290	-0.130933	1.92	10524	10414900	22	0.62	310"
"1181	51.523300	-0.130928	1.92	10524	10415000	21	0.62	313"
"1182	51.523300	-0.130933	1.54	10524	10415100	21	0.62	320"
"1183	51.523313	-0.130933	1.27	10524	10415200	21	0.62	324"
"1184	51.523320	-0.130938	1.74	10524	10415300	22	0.62	327"
